WO#,Full Asset Number,Asset Number,Asset Description,Owning Department Code,Description,Description_google_translated,Created By,Creation Date,Scheduled Start Date,Scheduled Completion Date,Operation Seq Num,Operation Start Date,Department Code,Description,Resource Seq Num,Resource,Est Hours,Assigned Units SUM,Completed Hours,Quantity Open,Date Completed,Actual Start Date,Last Update Date,User Name,WO Status,Work Order Status,Priority Disp,Plan Maintenance,Work Order Type Disp,Shutdown Type Disp,Activity,ACTIVITY TYPE,Activity Source Meaning,Activity Cause Disp,Tagout Required,Attribute2,Requirement Code,Parent Work Order,Child Work Order,Relationship Type,Relationship Status Code,Creation Date,Completion Comments,Comments Continued1,Comments Continued2
3243948,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,500HR MANTTO PREVENTIVO,PREVENTIVE MANNTO 4000hr,21711,05-May-16,08-Sep-16,09-Sep-16,10,09-08-16 16:19,MM10,LAVADO DE EQUIPO PARA MANTENIMIENTO,10,MMTECH,3,2,NULL,3,NULL,NULL,15-Jun-16,ESMARLINREYES,Cancelled,Cancelled,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV003,SR-Service,Production,Normal,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3243973,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,250HRS INSPECCION PREVENTIVA,PREVENTIVE INSPECTION 250HRS,21711,05-May-16,24-Sep-16,24-Sep-16,10,9/24/2016 13:33,MM10,LAVADO DE EQUIPO PARA MANTENIMIENTO,10,MMTECH,2,2,NULL,2,NULL,NULL,08-Jun-16,ESMARLINREYES,Cancelled,Cancelled,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV008,IN-Inspection,Production,Normal,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3243998,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,1000HR MANTTO PREVENTIVO,PREVENTIVE MANTTO 500HR,21711,05-May-16,10-Oct-16,10-Oct-16,10,10-10-16 10:47,MM10,LAVADO DE EQUIPO PARA MANTENIMIENTO,10,MMTECH,3,2,NULL,3,NULL,NULL,16-Jun-16,ESMARLINREYES,Cancelled,Cancelled,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV004,SR-Service,Production,Normal,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3244023,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,250HRS INSPECCION PREVENTIVA,PREVENTIVE INSPECTION 250HRS,21711,05-May-16,26-Oct-16,26-Oct-16,10,10/26/2016 9:33,MM10,LAVADO DE EQUIPO PARA MANTENIMIENTO,10,MMTECH,2,2,NULL,2,NULL,NULL,08-Jun-16,ESMARLINREYES,Cancelled,Cancelled,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV008,IN-Inspection,Production,Normal,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3244395,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,MM3,INSPECCION A/C EN PM 250 HRS,PREVENTIVE MANTTO 1000hr,30796,05-May-16,11-May-16,11-May-16,10,05-11-16 20:00,MM12,Realizar Inspeccion A/C en PM 250 Hrs,10,MMTEDI,1,1,2,-1,11-May-16,11-May-16,31-May-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV102,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE REALIZO INSPECCION 250 HRS AL SISTEMA DE A/C. SE REALIZO INSPECCION 250 HRS AL SISTEMA AFEX.,NULL,NULL
3244463,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX ( PM 250 HRS),PREVENTIVE INSPECTION 250HRS,30796,05-May-16,11-May-16,11-May-16,10,05-11-16 21:00,MM12,INSPECCION SISTEMA RED CONTRA INCENDIO AFEX ( PM 250 HRS),10,MMTEDI,2,2,1,1,11-May-16,11-May-16,31-May-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV104,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE REALIZO INSPECCION 250 HRS AL SISTEMA AFEX.,NULL,NULL
3246461,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,CAMBIO DE LA PALANCA MULTIFUNCION  IZQ,INSPECTION A / C AT 250 PM HRS,26109,07-May-16,07-May-16,07-May-16,10,05-07-16 13:13,MM3,CAMBIO DE LA PALANCA MULTIFUNCION  IZQ,10,MMTECH,2,2,3,-1,07-May-16,07-May-16,25-May-16,ERNESTOPEREZ,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RE-Replace,Safety,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,se cambio motor limpia vidrio,NULL,NULL
3248860,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,MONITOREO - REALIZAR AJUSTE  PARA TONELAJE TARGET A 185 Ton y DEMAS PARAMETROS SEGUN GUIA ADJUNTA  EN VIMS DE ESTE CAMION,RED FIRE INSPECTION SYSTEM AFEX (PM 250 HRS),20476,09-May-16,21-May-16,21-May-16,10,5/21/2016 13:30,MM8,REALIZAR AJUSTE  PARA TONELAJE TARGET A 185 Ton y DEMAS PARAMETROS SEGUN GUIA ADJUNTA  EN VIMS DE ESTE CAMION,10,MMPDM,1,1,1,NULL,21-May-16,21-May-16,06-Jun-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,CM - Corrective,Required,NULL,AD-Adjust,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO! ANGEL HERNANDEZ,NULL,NULL
3249028,PV1-1123-TRH0422-IMP-BED,422,BED IMPLEMENTS SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,MONITOREO - REALIZAR MEDICION DE DESGASTE DE TOLVA A TRAVES DE ULTRASONIDO,CHANGE LEVER LEFT MULTIFUNCION,20476,09-May-16,21-May-16,21-May-16,10,5/21/2016 16:00,MM8,REALIZAR AJUSTE  PARA TONELAJE TARGET A 185 Ton y DEMAS PARAMETROS SEGUN GUIA ADJUNTA  EN VIMS DE ESTE CAMION,10,MMPDM,2,1,2,NULL,21-May-16,21-May-16,06-Jun-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO! ANGEL HERNANDEZ,NULL,NULL
3250193,PV1-1123-TRH0422-HYS,422,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,MONITOREO - INSPECCIONAR  HOUSING DEL CONVERTIDOR Y ENFRIAMIENTO DE FRENOS DELANTEROS Y DETERMINAR SI TIENE UN FILTRO O UN SCREEN -  INFORMAR DE INMEDIATO AL SUPERVISOR SI TIENEN UN FILTRO,MONITORING - MAKE FITNESS FOR TONNAGE TARGET A 185 Ton and other parameters as VIMS GUIDE IN ENCLOSED IN THIS TRUCK,20476,10-May-16,21-May-16,21-May-16,10,5/21/2016 18:00,MM3,MONITOREO - INSPECCIONAR  HOUSING DEL CONVERTIDOR Y ENFRIAMIENTO DE FRENOS DELANTEROS Y DETERMINAR SI TIENE UN FILTRO O UN SCREEN -  INFORMAR DE INMEDIATO AL SUPERVISOR SI TIENEN UN FILTRO,10,MMTECH,0,1,0,NULL,21-May-16,21-May-16,06-Jun-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO! ROBERTO A. MATOS G.,NULL,NULL
3251463,PV1-1123-TRH0422-FRM-CAB,422,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,"CAMBIAR ESPEJO RETROVISOR, LADO DERECHO.",MONITORING - WEAR MAKE MEASUREMENTS THROUGH ULTRASOUND HOPPER,37814,10-May-16,10-May-16,10-May-16,10,05-10-16 17:30,MM3,"CAMBIAR ESPEJO RETROVISOR, LADO DERECHO.",10,MMTECH,2,2,3,-0.66,10-May-16,10-May-16,25-May-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SE REALIZO CAMBIO DEL ESPEJO RETROVISOR LADO DERECHO. INSPECCION GENERAL DEL EQUIPO.,NULL,NULL
3253149,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,COMPLETAR PSI A LAS LLANTA POS - 3 Y 5.,MONITORING - HOUSING CONVERTER INSPECT AND COOLING BRAKES FRONT AND DETERMINE IF YOU HAVE A FILTER OR SCREEN - INFORM SUPERVISOR IMMEDIATELY IF YOU HAVE A FILTER,37815,11-May-16,11-May-16,11-May-16,10,05-11-16 12:16,MM9,COMPLETAR PSI A LAS LLANTA POS - 3 Y 5.,10,MMTYRE,2,1,1,1,11-May-16,11-May-16,31-May-16,EDMENA,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE COMPLETO EL NIVEL DE PSI DE LA LLANTA POSICION 5.,NULL,NULL
3253309,PV1-1123-TRH0422-HYS,422,HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,MONITOREO - REEMPLAZAR EL ACEITE HIDRAULICO POR CONDICION - ALTO ISO,"CHANGE MIRROR, RIGHT SIDE.",20476,11-May-16,21-May-16,21-May-16,10,5/21/2016 14:00,MM3,MONITOREO - REEMPLAZAR EL ACEITE HIDRAULICO POR CONDICION - ALTO ISO,10,MMTECH,2,1,2,NULL,21-May-16,21-May-16,06-Jun-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,REALIZADO! ANGEL HERNANDEZ,NULL,NULL
3255572,PV1-1123-TRH0422-FIRE,422,FIRE SUPRESSION SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,INSPECCION SISTEMA AFEX,COMPLETING THE TYRE PSI POS - 3 and 5.,21713,13-May-16,16-May-16,16-May-16,10,5/16/2016 9:00,MM3,INSPECCION SISTEMA AFEX,10,MMTECH,2,2,1,1,23-May-16,23-May-16,31-May-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,SR-Service,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE CHEQUEO SISTEMA AFEX.,NULL,NULL
3255583,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,MM3,INSPECCION SISTEMA DE AIRE ACONDICIONADO,MONITORING - OIL REPLACING HYDRAULIC CONDITION - HIGH ISO,21713,13-May-16,16-May-16,16-May-16,10,5/16/2016 10:00,MM3,INSPECCION SISTEMA DE AIRE ACONDICIONADO,10,MMTECH,2,2,2,NULL,23-May-16,23-May-16,31-May-16,EDMENA,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE CAMBIARON LOS FILTROS DE LA CABINA.,NULL,NULL
3263057,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,cambio de oring por perdida de psi posici¢n 6,INSPECTION SYSTEM AFEX,36966,18-May-16,07-Jun-16,07-Jun-16,10,06-07-16 7:00,MM9,cambio de oring por perdida de psi posici¢n 6,10,MMTYRE,12,3,4,8,07-Jun-16,07-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,2 - Due less than 14 days,Y,PM - Preventative,Not Required,NULL,RP-Repair,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,realizado,NULL,NULL
3268608,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,MM3,REEMPLAZAR ACOMPLAMIENTO DE REFRIGERANTE A/C,INSPECTION SYSTEM AIR CONDITIONING,37470,20-May-16,25-Jul-16,25-Jul-16,10,7/25/2016 5:18,MM3,REEMPLAZAR ACOMPLAMIENTO DE REFRIGERANTE A/C,10,MMTECH,3,1,NULL,2.5,04-Jul-16,04-Jul-16,04-Jul-16,KHOLGUIN,Complete,Complete,1 - Due less than 7 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,material transatado y  Entregado A Enmanuel rondon 81156 17/6/2016,NULL,NULL
3268748,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,MM3,cambiar coupling de baja. ( CERRAR POR DUPLICIDAD CON WO 3268608,oring change due to loss of position psi ¢ n 6,37816,20-May-16,20-May-16,20-May-16,10,5/20/2016 17:14,MM3,cambiar coupling de baja,10,MMTECH,2,2,2,NULL,20-May-16,20-May-16,03-Aug-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3273455,PV1-1123-TRH0422-ACS,422,AIR CONDITIONER SYSTEM HAULTRUCK CATTERPILLAR 789D 422,MM3,REEMPLAZAR FILTRO DE CABINA POR FALLA,REFRIGERANT COUPLING REPLACING A / C,37470,23-May-16,23-May-16,23-May-16,10,5/23/2016 7:56,MM3,REEMPLAZAR FILTRO DE CABINA POR FALLA,10,MMTECH,2,2,2,NULL,23-May-16,23-May-16,06-Jun-16,EDMENA,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,REALIZADO!,NULL,NULL
3273862,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,REEMPLAZAR HARNESS DE MONITOR DE C?MARA (BACKLOG),change coupling low.†(CLOSE BY DUPLICATION WITH WO 3268608,37470,23-May-16,17-Jun-16,17-Jun-16,10,6/17/2016 6:30,MM3,REEMPLAZAR HARNESS DE MONITOR DE C?MARA,10,MMTECH,2,1,2,NULL,17-Jun-16,17-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,Y,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,REALIZADO,NULL,NULL
3274577,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,cambiar pelda§o escalera lado izquierdo,REPLACING CABIN FILTER FAULT,37816,23-May-16,23-May-16,23-May-16,10,5/23/2016 18:32,MM3,cambiar pelda§o escalera lado izquierdo,10,MMTECH,2,2,4,-2,23-May-16,23-May-16,09-Jun-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SE REPARO ESCALERA LADO IZQUIERDO DE EMERGENCIA. SE LE INSTALO EL STEP SUPERIOR YA QUE ESTABA EN MALAS CONDICIONES.,NULL,NULL
3274620,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,reemplazar 2 baterias,REPLACE HARNESS MONITOR C? MARA (BACKLOG),37816,23-May-16,23-May-16,23-May-16,10,5/23/2016 21:13,MM3,reemplazar 2 baterias,10,MMTECH,1,2,4,-3,23-May-16,23-May-16,09-Jun-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SE DESMONTARON Y SE INSTALARON DOS BATERIAS AL CAMION PORQUE ESTABAN EN MAL ESTADO.,NULL,NULL
3284626,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,NIVELAR LLANTA POS 5,change pelda§o ladder left,37470,30-May-16,30-May-16,30-May-16,10,5/30/2016 3:19,MM9,NIVELAR LLANTA POS 5,10,MMTYRE,2,2,9,-7,30-May-16,30-May-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Los gatos no levantaban el cami¢n la tolva est† cargada. Se le nivel¢ la presi¢n a la llanta pos 5. Se envi¢ a trabajar,NULL,NULL
3300055,PV1-1123-TRH0422-ENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,MM3,"MONITOREO-MMTECH - INSPECCIONAR FILTRO DE AIRE Y ACEITE DEL MOTOR, ENTREGAR A MONITOREO.",Replace 2 batteries,40184,07-Jun-16,14-Jul-16,14-Jul-16,10,7/14/2016 13:07,MM3,"INSPECCIONAR FILTRO DE AIRE Y ACEITE DEL MOTOR, ENTREGAR A MONITOREO.",10,MMTECH,0,1,0,NULL,14-Jul-16,14-Jul-16,03-Aug-16,ERNESTOPEREZ,Closed,Closed,2 - Due less than 14 days,Y,PM - Preventative,Required,NULL,PDM-Predictive,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,TRABAJO REALIZADO POR EL PERSONAL DE MONITOREO,NULL,NULL
3301639,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,500HR MANTTO PREVENTIVO,TYRE POS LEVEL 5,30796,08-Jun-16,17-Jun-16,17-Jun-16,30,6/17/2016 4:30,MM3,500HR MANTTO PREVENTIVO,10,MMTECH,14,2,24,-10,17-Jun-16,17-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,Y,PM - Preventative,Required,CAT789DPV003,SR-Service,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,SE REALIZO PM DE 250 HRS AL SISTEMA DE AIRE ACONDICIONADO. SE REALIZO INSPECCION POR PM DE 250 HRS,NULL,NULL
3305866,PV1-1123-TRH0422-HYS-SS,422,STEERING SYSTEM HYDRAULIC SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,REEMPLAZAR MANGUERA DE CARGA DE LOS ACUMULADORES.,MONITORING-MMTECH - INSPECT AIR FILTER ENGINE OIL DELIVER TO MONITORING.,37815,10-Jun-16,10-Jun-16,10-Jun-16,10,06-10-16 13:46,MM3,REEMPLAZAR MANGUERA DE CARGA DE LOS ACUMULADORES.,10,MMTECH,1,1,1,NULL,10-Jun-16,10-Jun-16,08-Aug-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,LIMPIESA DEL SISTEMA,NULL,NULL
3307980,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,RETIRAR ROSCA A LA LLANTA POSICION 5 Y 6.,PREVENTIVE MANTTO 500HR,37814,13-Jun-16,13-Jun-16,13-Jun-16,10,6/13/2016 0:25,MM9,RETIRAR ROSCA A LA LLANTA POSICION 5 Y 6.,10,MMTYRE,2,2,2,NULL,13-Jun-16,13-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,AD-Adjust,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se retir¢ roca l de llantas 5 y 6,NULL,NULL
3316626,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,COMPLETAR NIVEL DE PSI A TODAS LAS LLANTAS.,REPLACE HOSE battery charge.,37815,18-Jun-16,18-Jun-16,18-Jun-16,10,6/18/2016 3:53,MM9,COMPLETAR NIVEL DE PSI A TODAS LAS LLANTAS.,10,MMTYRE,3,2,3,0.34,17-Jun-16,17-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,SE COMPLETO EL NIVEL DE AIRE A LAS LLANTAS.,NULL,NULL
3316781,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,CAMBIAR LLANTA POSICION 4. POR ESPICHADURA.,REMOVING THE TYRE THREAD 5 and 6 position.,37814,18-Jun-16,18-Jun-16,18-Jun-16,10,6/18/2016 13:41,MM9,CAMBIAR LLANTA POSICION 4. POR ESPICHADURA.,10,MMTYRE,8,2,8,NULL,18-Jun-16,18-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,COMPLETADA.,NULL,NULL
3317922,PV1-1123-TRH0422-FRM-CAB,422,CAB AND CONTROLS FRAME SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,REPARAR ASIENTO. NO SUBE.,PSI LEVEL COMPLETE ALL TIRES.,37814,19-Jun-16,19-Jun-16,19-Jun-16,10,6/19/2016 15:54,MM3,REPARAR ASIENTO. NO SUBE.,10,MMTECH,5,2,5,NULL,19-Jun-16,19-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RP-Repair,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,realizado,NULL,NULL
3319704,PV1-1123-TRH0422-ELS-STE,422,STEREO ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,INSTALAR LA RADIO DE M?SICA Y ACCESORIOS,TIRE CHANGE POSITION 4. ESPICHADURA.,19913,20-Jun-16,21-Jul-16,21-Jul-16,10,7/21/2016 13:31,MM3,Instalar  la Radio de M£sica y accesorios.,10,MMTECH,4,2,NULL,4,NULL,NULL,05-Jul-16,KHOLGUIN,Cancelled,Cancelled,2 - Due less than 14 days,N,PR - Project,Required,NULL,SR-Service,Production,Upgrade,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3325483,PV1-1123-TRH0422-ELS-STE,422,STEREO ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,INSTALAR LA RADIO DE M?SICA Y ACCESORIOS,MEND SEAT.†IT DOES NOT GO UP.,37470,22-Jun-16,21-Jul-16,21-Jul-16,10,7/21/2016 13:31,MM3,Instalar  la Radio de M£sica y accesorios.,10,MMTECH,4,6,2,2,21-Jul-16,21-Jul-16,08-Aug-16,ERNESTOPEREZ,Closed,Closed,2 - Due less than 14 days,N,PR - Project,Required,NULL,SR-Service,Production,Upgrade,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3326405,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,INSPECCION PREVENTIVA CADA 250HRS,INSTALLING THE RADIO M? SICA AND ACCESSORIES,30796,23-Jun-16,03-Jul-16,03-Jul-16,10,07-03-16 10:00,MM8,ENTREVISTA AL OPERADOR,11,MMPDM,0,1,5,-5,03-Jul-16,03-Jul-16,03-Aug-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,NULL,IN-Inspection,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,fue realizada la inspeccion preventiva de 250hrs,NULL,NULL
3340595,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,REEMPLAZAR SWITCH MASTER,INSTALLING THE RADIO M? SICA AND ACCESSORIES,37470,30-Jun-16,29-Jun-16,29-Jun-16,10,6/29/2016 21:27,MM3,REEMPLAZAR SWITCH MASTER,10,MMTECH,1,1,1,NULL,30-Jun-16,30-Jun-16,14-Jul-16,ERNESTOPEREZ,Closed,Closed,1 - Due less than 7 days,N,CM - Corrective,Required,NULL,RE-Replace,Production,Normal,Y,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,Se le cambi¢ el switch master,NULL,NULL
3348616,PV1-1123-TRH0422-TIR,422,TIRE SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,cambio de oring pos. 5 perdida de psi.,PREVENTIVE INSPECTION EVERY 250HRS,36966,06-Jul-16,21-Sep-16,21-Sep-16,10,9/21/2016 0:00,MM9,cambio de oring pos. 5 perdida de psi.,10,MMTYRE,12,3,NULL,12,26-Jul-16,26-Jul-16,26-Jul-16,CISABEL,Complete,Complete,2 - Due less than 14 days,Y,PM - Preventative,Not Required,NULL,RP-Repair,Production,Normal,N,NULL,DEL COMP,NULL,NULL,NULL,NULL,NULL,El trabajo fue realizado pero los documetos no fueron entregados. El supervisor  autorizo a completar esta orden,NULL,NULL
3348920,PV1-1123-TRH0422,422,HAULTRUCK CATERPILLAR 789D 422,MM3,MANTENIMIENTO PREVENTIVO 4000 HRS CATERPILLAR 789D,MASTER SWITCH REPLACE,30796,06-Jul-16,14-Jul-16,15-Jul-16,10,7/14/2016 4:00,MM3,ENTREVISTA AL OPERADOR,11,MMTECH,0,1,30,-30,15-Jul-16,14-Jul-16,03-Aug-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,CAT789DPV006,SR-Service,Production,Normal,N,NULL,REVIEW,3348920,3360672,Followup Work,Pending,15-Jul-16,NULL,NULL,NULL
3348942,PV1-1123-TRH0422-ENG,422,ENGINE HAULTRUCK CATERPILLAR 789D 422,MM3,AJUSTAR VALVULAS Y ROTADORES MOTOR TERMICO CAT789D,oring change pos.†5 psi loss.,30796,06-Jul-16,14-Jul-16,14-Jul-16,10,7/14/2016 7:25,MM3,AJUSTAR VALVULAS Y ROTADORES MOTOR TERMICO CAT789D,10,MMTECH,10,2,20,-10,14-Jul-16,14-Jul-16,03-Aug-16,ERNESTOPEREZ,Closed,Closed,3 - Due less than 30 days,N,PM - Preventative,Required,CAT789DPV200,AD-Adjust,Production,Normal,N,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,Se Calibraron v†lvula e Inyectores de Motor.,NULL,NULL
3349338,PV1-1123-TRH0422-ELS,422,ELECTRICAL SYSTEM HAULTRUCK CATERPILLAR 789D 422,MM3,GRADUAR LUZ DE REVERSA,PREVENTIVE MAINTENANCE 789D CATERPILLAR HRS 4000,26123,06-Jul-16,06-Jul-16,06-Jul-16,10,07-06-16 20:51,MM3,GRADUAR LUZ DE REVERSA,10,MMTECH,1,3,2,-1,06-Jul-16,06-Jul-16,03-Aug-16,ERNESTOPEREZ,Closed,Closed,0 - Immediate,N,CM - Corrective,Required,NULL,SR-Service,Production,Normal,Y,NULL,REVIEW,NULL,NULL,NULL,NULL,NULL,se graduaron las luces trasera.,NULL,NULL
